Full Name,Last Name,First Name,Sholar link,Citations,h-index,i10-index,t10-index,University,"Rank (Full, Associate, Assistant, Other)",UniversityID,
John Hollerbach,Hollerbach,John,https://scholar.google.com/citations?user=41QkAiUAAAAJ&hl=en,13038,53,143,264,University of Utah  ,Full,158,
Christopher Johnson,Johnson,Christopher,NA,NaN,NaN,NaN,NaN,University of Utah  ,Full,158,
Sneha Kasera,Kasera,Sneha,https://scholar.google.com/citations?user=XeYCNAwAAAAJ&hl=en,2788,24,34,105,University of Utah  ,Full,158,
Bob Kessler,Kessler,Bob,https://scholar.google.com/citations?user=j9XJD8QAAAAJ&hl=en,2354,15,26,20,University of Utah  ,Full,158,
Mike Kirby,Kirby,Mike,https://scholar.google.com/citations?user=zikbQzoAAAAJ&hl=en,5364,36,114,53,University of Utah  ,Full,158,
Valerio Pascucci,Pascucci,Valerio,https://scholar.google.com/citations?user=Wh-qjBsAAAAJ&hl=en,8096,47,125,178,University of Utah  ,Full,158,
John Regehr,Regehr,John,https://scholar.google.com/citations?user=yCv02hMAAAAJ&hl=en,2407,29,47,71,University of Utah  ,Full,158,
Ellen Riloff,Riloff,Ellen,https://scholar.google.com/citations?user=M1pa3_gAAAAJ&hl=en,9855,44,73,280,University of Utah  ,Full,158,
William Thompson,Thompson,William,https://scholar.google.com/citations?user=fnR6QsgAAAAJ&hl=en,7722,41,89,214,University of Utah  ,Full,158,
Ross Whitaker,Whitaker,Ross,https://scholar.google.com/citations?user=FaOZ6EMAAAAJ&hl=en,10242,53,133,180,University of Utah  ,Full,158,
R. Michael Young,Young,Michael,https://scholar.google.com/citations?user=u0lFEewAAAAJ&hl=en,3750,28,67,93,University of Utah  ,Full,158,
Thomas Fletcher,Fletcher,Thomas,https://scholar.google.com/citations?user=7pRRhkkAAAAJ&hl=en,4821,33,72,152,University of Utah  ,Associate,158,
James de St. Germain,Germain,James,NA,NaN,NaN,NaN,0,University of Utah  ,Associate,158,
Feifei Li,Li,Feifei,https://scholar.google.com/citations?user=qPDhlWkAAAAJ&hl=en,3419,28,38,71,University of Utah  ,Associate,158,
Matthew Might,Might,Matthew,https://scholar.google.com/citations?user=9b5Bn_AAAAAJ&hl=en,807,15,24,29,University of Utah  ,Associate,158,
Kobus van der Merwe,van der Merwe,Kobus,https://scholar.google.com/citations?user=PEki4LgAAAAJ&hl=en,5578,38,74,120,University of Utah  ,Associate,158,
Suresh Venkatasubramanian,Venkatasubramanian,Suresh,https://scholar.google.com/citations?user=Z03FLwkAAAAJ&hl=en,5103,35,70,93,University of Utah  ,Associate,158,
Aditya Bhaskara,Bhaskara,Aditya,https://scholar.google.com/citations?user=tqxTaiAAAAAJ,497,10,10,10,University of Utah  ,Assistant,158,
Mahdi Bojnordi,Bojnordi,Mahdi,https://scholar.google.com/citations?user=NSwUmTMAAAAJ&hl=en,157,6,4,4,University of Utah  ,Assistant,158,
Tamara Denning,Denning,Tamara,https://scholar.google.com/citations?user=nSMS5H4AAAAJ&hl=en,652,12,12,22,University of Utah  ,Assistant,158,
Tucker Hermans,Hermans,Tucker,https://scholar.google.com/citations?user=G5_VFfkAAAAJ&hl=en,222,9,7,5,University of Utah  ,Assistant,158,
Ladislav Kavan,Kavan,Ladislav,https://scholar.google.com/citations?user=62RXlNoAAAAJ&hl=en,1342,19,24,46,University of Utah  ,Assistant,158,
Alexander Lex,Lex,Alexander,https://scholar.google.com/citations?user=JFNLCUcAAAAJ,558,13,18,23,University of Utah  ,Assistant,158,
Miriah Meyer,Meyer,Miriah,https://scholar.google.com/citations?user=JAHNN7AAAAAJ&hl=en,1039,18,19,38,University of Utah  ,Assistant,158,
Bei Wang Phillips,Phillips,Bei,NA,NaN,NaN,NaN,0,University of Utah  ,Assistant,158,
Jeff Phillips,Phillips,Jeff,https://scholar.google.com/citations?user=aFDuhV8AAAAJ&hl=en,1061,19,32,38,University of Utah  ,Assistant,158,
Zvonimir Rakamaric,Rakamaric,Zvonimir,https://scholar.google.com/citations?user=Ui1q1jkAAAAJ&hl=en,674,14,17,23,University of Utah  ,Assistant,158,
Vivek Srikumar,Srikumar,Vivek,https://scholar.google.com/citations?user=TsTUfOIAAAAJ&hl=en,409,11,13,18,University of Utah  ,Assistant,158,
Ryan Stutsman,Stutsman,Ryan,https://scholar.google.com/citations?user=pyZ_FH4AAAAJ&hl=en,1147,12,13,20,University of Utah  ,Assistant,158,
Hari Sundar,Sundar,Hari,https://scholar.google.com/citations?user=equOxc0AAAAJ&hl=en,1303,18,22,32,University of Utah  ,Assistant,158,
Jur van den Berg,van den Berg,Jur,https://scholar.google.com/citations?user=VjsNXysAAAAJ&hl=en,3836,33,52,110,University of Utah  ,Assistant,158,
Jason Wiese,Wiese,Jason,https://scholar.google.com/citations?user=OsEwCzoAAAAJ&hl=en,774,11,11,11,University of Utah  ,Assistant,158,
Cem Yuksel,Yuksel,Cem,https://scholar.google.com/citations?user=QyIFIKwAAAAJ&hl=en,481,12,12,14,University of Utah  ,Assistant,158,
Jack Davidson,Davidson,Jack,NA,NaN,NaN,NaN,92,University of Virginia  ,Full,159,
David Evans,Evans,David,https://scholar.google.com/citations?user=DsR4PucAAAAJ&hl=en,8191,36,60,304,University of Virginia  ,Full,159,
Andrew Grimshaw,Grimshaw,Andrew,https://scholar.google.com/citations?user=T_O6pjEAAAAJ&hl=en,7281,40,81,194,University of Virginia  ,Full,159,
Gabriel Robins,Robins,Gabriel,https://scholar.google.com/citations?user=YTJrQA4AAAAJ&hl=en,6027,38,71,149,University of Virginia  ,Full,159,
Kevin Skadron,Skadron,Kevin,https://scholar.google.com/citations?user=Q-As1CEAAAAJ&hl=en,14339,56,140,257,University of Virginia  ,Full,159,
Mary Lou Soffa,Soffa,Mary,https://scholar.google.com/citations?user=KWiJaj8AAAAJ&hl=en,8940,48,127,174,University of Virginia  ,Full,159,
John Stankovic,Stankovic,John,https://scholar.google.com/citations?user=4VJre9IAAAAJ&hl=en,44055,108,287,621,University of Virginia  ,Full,159,
Alfred Weaver,Weaver,Alfred,https://scholar.google.com/citations?user=0skgDnMAAAAJ&hl=en,2688,24,55,80,University of Virginia  ,Full,159,
Aaron Bloomfield,Bloomfield,Aaron,NA,NaN,NaN,NaN,0,University of Virginia  ,Associate,159,
James Cohoon,Cohoon,James,https://scholar.google.com/citations?user=0iJRaawAAAAJ&hl=en,2871,25,44,86,University of Virginia  ,Associate,159,
Tom Horton,Horton,Tom,https://scholar.google.com/citations?user=Ixa74FIAAAAJ&hl=en,183,8,6,5,University of Virginia  ,Associate,159,
Marty Humphrey,Humphrey,Marty,https://scholar.google.com/citations?user=NaVxc4wAAAAJ&hl=en,4767,37,82,130,University of Virginia  ,Associate,159,
Worthy Martin,Martin,Worthy,NA,NaN,NaN,NaN,79,University of Virginia  ,Associate,159,
Haiying Shen,Shen,Haiying,https://scholar.google.com/citations?user=W0Cx7ZAAAAAJ&hl=en,2895,26,84,46,University of Virginia  ,Associate,159,
Mark Sherriff,Sherriff,Mark,https://scholar.google.com/citations?user=_2vphAIAAAAJ&hl=en,274,8,7,6,University of Virginia  ,Associate,159,
Kevin Sullivan,Sullivan,Kevin,https://scholar.google.com/citations?user=2-jY1SQAAAAJ&hl=en,6416,40,70,190,University of Virginia  ,Associate,159,
Westley Weimer,Weimer,Westley,https://scholar.google.com/citations?user=Tj-vav8AAAAJ&hl=en,9052,37,63,187,University of Virginia  ,Associate,159,
Kamin Whitehouse,Whitehouse,Kamin,https://scholar.google.com/citations?user=ob_3jn4AAAAJ&hl=en,6096,32,52,191,University of Virginia  ,Associate,159,
Connelly Barnes,Barnes,Connelly,https://scholar.google.com/citations?user=NINFXC0AAAAJ&hl=en,2022,13,15,29,University of Virginia  ,Assistant,159,
Kai-Wei Chang,Chang,Kai-Wei,https://scholar.google.com/citations?user=fqDBtzYAAAAJ&hl=en&oi=ao,5954,17,20,28,University of Virginia  ,Assistant,159,
Quanquan Gu,Gu,Quanquan,https://scholar.google.com/citations?user=GU9HgNAAAAAJ&hl=en,1167,20,24,37,University of Virginia  ,Assistant,159,
Samira Khan,Khan,Samira,https://scholar.google.com/citations?user=MkU_TDAAAAAJ&hl=en,513,14,15,21,University of Virginia  ,Assistant,159,
Mohammad Mahmoody,Mahmoody,Mohammad,https://scholar.google.com/citations?user=dGuYytYAAAAJ&hl=en,324,10,11,12,University of Virginia  ,Assistant,159,
Vicente Ordonez-Roman,Ordonez-Roman,Vicente,https://scholar.google.com/citations?user=TtA_j4YAAAAJ,1144,11,11,23,University of Virginia  ,Assistant,159,
Yanjun Qi,Qi,Yanjun,https://scholar.google.com/citations?user=eXKdSu0AAAAJ&hl=en,1954,22,31,70,University of Virginia  ,Assistant,159,
Baishakhi Ray,Ray,Baishakhi,https://scholar.google.com/citations?user=VaAEb5YAAAAJ&hl=en,673,10,10,11,University of Virginia  ,Assistant,159,
Hongning Wang,Wang,Hongning,NA,NaN,NaN,NaN,25,University of Virginia  ,Assistant,159,
Richard Anderson,Anderson,Richard,NA,NaN,NaN,NaN,NaN,University of Washington  ,Full,160,
Tom Anderson,Anderson,Tom,https://scholar.google.com/citations?user=MYqlcPgAAAAJ&hl=en,36997,84,141,698,University of Washington  ,Full,160,
Magdalena Balazinska,Balazinska,Magdalena,https://scholar.google.com/citations?user=DDxFvcIAAAAJ&hl=en,8681,42,75,205,University of Washington  ,Full,160,
Paul Beame,Beame,Paul,https://scholar.google.com/citations?user=plYoF-MAAAAJ&hl=en,5009,37,79,122,University of Washington  ,Full,160,
Rastislav Bodik,Bodik,Rastislav,https://scholar.google.com/citations?user=YrihYtsAAAAJ,8218,36,52,177,University of Washington  ,Full,160,
Brian L. Curless,Curless,Brian,https://scholar.google.com/citations?user=tlh8i7gAAAAJ&hl=en,19052,47,67,470,University of Washington  ,Full,160,
Pedro Domingos,Domingos,Pedro,https://scholar.google.com/citations?user=KOrhfVMAAAAJ&hl=en,30834,76,133,801,University of Washington  ,Full,160,
Michael Ernst,Ernst,Michael,https://scholar.google.com/citations?user=oQ6AeyEAAAAJ&hl=en,12451,50,119,228,University of Washington  ,Full,160,
Oren Etzioni,Etzioni,Oren,https://scholar.google.com/citations?user=XF6Yk98AAAAJ&hl=en,27107,78,153,586,University of Washington  ,Full,160,
Dieter Fox,Fox,Dieter,https://scholar.google.com/citations?user=DqXsbPAAAAAJ&hl=en,43425,87,181,777,University of Washington  ,Full,160,
Dan Grossman,Grossman,Dan,https://scholar.google.com/citations?user=t9wtobkAAAAJ&hl=en,4739,31,54,126,University of Washington  ,Full,160,
Carlos Guestrin,Guestrin,Carlos,https://scholar.google.com/citations?user=DpLFv4gAAAAJ&hl=en,15790,57,107,415,University of Washington  ,Full,160,
Anna R. Karlin,Karlin,Anna,https://scholar.google.com/citations?user=9ZGqm5QAAAAJ&hl=en,10558,45,71,264,University of Washington  ,Full,160,
Tadayoshi Kohno,Kohno,Tadayoshi,https://scholar.google.com/citations?user=s_YDrrgAAAAJ&hl=en,9590,46,92,271,University of Washington  ,Full,160,
Arvind Krishnamurthy,Krishnamurthy,Arvind,https://scholar.google.com/citations?user=EnCwNycAAAAJ&hl=en,10399,53,104,233,University of Washington  ,Full,160,
Richard E. Ladner,Ladner,Richard,https://scholar.google.com/citations?user=hgOSI1EAAAAJ&hl=en,12120,47,117,177,University of Washington  ,Full,160,
Ed Lazowska,Lazowska,Ed,https://scholar.google.com/citations?user=NhY4TT4AAAAJ&hl=en,12532,53,90,353,University of Washington  ,Full,160,
James R. Lee,Lee,James,https://scholar.google.com/citations?user=x7viPbgAAAAJ&hl=en,15207,24,463,64,University of Washington  ,Full,160,
Henry M. Levy,Levy,Henry,https://scholar.google.com/citations?user=ymwKqZsAAAAJ&hl=en,22268,68,130,544,University of Washington  ,Full,160,
Zoran Popovic,Popovic,Zoran,https://scholar.google.com/citations?user=0Qr2IGwAAAAJ&hl=en,11028,44,75,298,University of Washington  ,Full,160,
Larry Ruzzo,Ruzzo,Larry,https://scholar.google.com/citations?user=n3LTWi8AAAAJ&hl=en,13540,44,76,464,University of Washington  ,Full,160,
Steven Seitz,Seitz,Steven,https://scholar.google.com/citations?user=-6cOYcYAAAAJ&hl=en,20267,56,108,470,University of Washington  ,Full,160,
Linda Shapiro,Shapiro,Linda,https://scholar.google.com/citations?user=6pGeV2wAAAAJ&hl=en,15763,44,149,146,University of Washington  ,Full,160,
Dan Suciu,Suciu,Dan,https://scholar.google.com/citations?user=SIxd6jgAAAAJ&hl=en,24898,74,176,495,University of Washington  ,Full,160,
Steve Tanimoto,Tanimoto,Steve,NA,NaN,NaN,NaN,106,University of Washington  ,Full,160,
Martin Tompa,Tompa,Martin,NA,NaN,NaN,NaN,213,University of Washington  ,Full,160,
Daniel S. Weld,Weld,Daniel,https://scholar.google.com/citations?user=IUZgJogAAAAJ&hl=en,23779,77,166,550,University of Washington  ,Full,160,
John Zahorjan,Zahorjan,John,NA,NaN,NaN,NaN,300,University of Washington  ,Full,160,
Luis Ceze,Ceze,Luis,https://scholar.google.com/citations?user=KzESVKwAAAAJ&hl=en,5627,34,63,207,University of Washington  ,Associate,160,
James A. Fogarty,Fogarty,James,https://scholar.google.com/citations?user=hma0WFAAAAAJ&hl=en,3483,31,52,103,University of Washington  ,Associate,160,
Jeff Heer,Heer,Jeff,https://scholar.google.com/citations?user=vlgs4G4AAAAJ&hl=en,9409,45,84,253,University of Washington  ,Associate,160,
Sham M. Kakade,Kakade,Sham,https://scholar.google.com/citations?user=wb-DKCIAAAAJ&hl=en,7493,45,78,231,University of Washington  ,Associate,160,
Mark Oskin,Oskin,Mark,https://scholar.google.com/citations?user=gHfzsl4AAAAJ&hl=en,2543,22,37,73,University of Washington  ,Associate,160,
Shwetak Patel,Patel,Shwetak,https://scholar.google.com/citations?user=z4S5rC0AAAAJ&hl=en,4637,35,72,118,University of Washington  ,Associate,160,
Rajesh Rao,Rao,Rajesh,https://scholar.google.com/citations?user=02nHF0gAAAAJ&hl=en,10912,49,112,246,University of Washington  ,Associate,160,
Matt Reynolds,Reynolds,Matt,https://scholar.google.com/citations?user=U77va_QAAAAJ&hl=en,2713,27,48,56,University of Washington  ,Associate,160,
Joshua R. Smith,Smith,Joshua,https://scholar.google.com/citations?user=LnAus20AAAAJ&hl=en,6899,43,91,162,University of Washington  ,Associate,160,
Emanuel Todorov,Todorov,Emanuel,https://scholar.google.com/citations?user=QCBdB7AAAAAJ&hl=en,7784,35,79,173,University of Washington  ,Associate,160,
Luke Zettlemoyer,Zettlemoyer,Luke,https://scholar.google.com/citations?user=UjpbO6IAAAAJ&hl=en,3891,31,52,122,University of Washington  ,Associate,160,
Maya Cakmak,Cakmak,Maya,https://scholar.google.com/citations?user=sPlonWcAAAAJ&hl=en,1293,18,24,53,University of Washington  ,Assistant,160,
Alvin Cheung,Cheung,Alvin,NA,NaN,NaN,NaN,NaN,University of Washington  ,Assistant,160,
Yejin Choi,Choi,Yejin,https://scholar.google.com/citations?user=vhP-tlcAAAAJ&hl=en,4229,32,51,120,University of Washington  ,Assistant,160,
Ali Farhadi,Farhadi,Ali,https://scholar.google.com/citations?user=jeOFRDsAAAAJ&hl=en,2723,21,29,74,University of Washington  ,Assistant,160,
Shayan Oveis Gharan,Gharan,Shayan,https://scholar.google.com/citations?user=TZWVRR8AAAAJ&hl=en,758,13,14,26,University of Washington  ,Assistant,160,
Shyam Gollakota,Gollakota,Shyam,https://scholar.google.com/citations?user=w_HJY2MAAAAJ&hl=en,3538,18,24,68,University of Washington  ,Assistant,160,
Ira Kemelmacher-Shlizerman,Kemelmacher-Shlizerman,Ira,https://scholar.google.com/citations?user=P97vI1EAAAAJ&hl=en,1005,13,15,26,University of Washington  ,Assistant,160,
Su-In Lee,Lee,Su-In,https://scholar.google.com/citations?user=3ifikJ0AAAAJ&hl=en,2679,16,19,44,University of Washington  ,Assistant,160,
Anup Rao,Rao,Anup,https://scholar.google.com/citations?user=T2U5sGIAAAAJ&hl=en,1248,19,25,37,University of Washington  ,Assistant,160,
Katharina Reinecke,Reinecke,Katharina,https://scholar.google.com/citations?user=_4EISRwAAAAJ&hl=en,682,14,15,24,University of Washington  ,Assistant,160,
Franziska Roesner,Roesner,Franziska,https://scholar.google.com/citations?user=q5GIWC0AAAAJ,1613,12,12,26,University of Washington  ,Assistant,160,
Thomas Rothvoss,Rothvoss,Thomas,https://scholar.google.com/citations?user=Ad-hkLEAAAAJ,1115,19,30,38,University of Washington  ,Assistant,160,
Georg Seelig,Seelig,Georg,https://scholar.google.com/citations?user=Nf4G12YAAAAJ&hl=en,2387,15,16,40,University of Washington  ,Assistant,160,
Noah Smith,Smith,Noah,https://scholar.google.com/citations?user=TjdFs3EAAAAJ&hl=en,9709,50,138,143,University of Washington  ,Assistant,160,
Zachary Tatlock,Tatlock,Zachary,https://scholar.google.com/citations?user=jz2Tvk4AAAAJ&hl=en,376,9,9,8,University of Washington  ,Assistant,160,
Emina Torlak,Torlak,Emina,https://scholar.google.com/citations?user=rFpexEAAAAAJ&hl=en,1101,14,16,41,University of Washington  ,Assistant,160,
Xi Wang,Wang,Xi,NA,NaN,NaN,NaN,NaN,University of Washington  ,Assistant,160,
Andrea Arpaci-Dusseau,Arpaci-Dusseau,Andrea,https://scholar.google.com/citations?user=8VkvOEEAAAAJ&hl=en,8466,50,84,190,University of Wisconsin - Madison  ,Full,161,
Remzi Arpaci-Dusseau,Arpaci-Dusseau,Remzi,https://scholar.google.com/citations?user=C1skWKgAAAAJ&hl=en,8667,49,87,199,University of Wisconsin - Madison  ,Full,161,
Eric Bach,Bach,Eric,NA,NaN,NaN,NaN,56,University of Wisconsin - Madison  ,Full,161,
Suman Banerjee,Banerjee,Suman,https://scholar.google.com/citations?user=cLb-v7gAAAAJ&hl=en,11351,48,97,286,University of Wisconsin - Madison  ,Full,161,
Paul Barford,Barford,Paul,https://scholar.google.com/citations?user=4uypulQAAAAJ&hl=en,9826,38,85,225,University of Wisconsin - Madison  ,Full,161,
Jin-Yi Cai,Cai,Jin-Yi,https://scholar.google.com/citations?user=Yn-Lm_QAAAAJ&hl=en,5874,40,127,97,University of Wisconsin - Madison  ,Full,161,
Anhai Doan,Doan,Anhai,https://scholar.google.com/citations?user=Qa_TAw4AAAAJ&hl=en,11008,48,78,297,University of Wisconsin - Madison  ,Full,161,
Charles Dyer,Dyer,Charles,https://scholar.google.com/citations?user=VizsSmEAAAAJ&hl=en,10825,46,97,196,University of Wisconsin - Madison  ,Full,161,
Michael Ferris,Ferris,Michael,https://scholar.google.com/citations?user=jdq0xz8AAAAJ&hl=en,8835,48,118,176,University of Wisconsin - Madison  ,Full,161,
Michael Gleicher,Gleicher,Michael,https://scholar.google.com/citations?user=kDkH9UkAAAAJ&hl=en,10369,44,92,251,University of Wisconsin - Madison  ,Full,161,
Mark D. Hill,Hill,Mark,https://scholar.google.com/citations?user=7lVfIWYAAAAJ&hl=en,20652,70,160,405,University of Wisconsin - Madison  ,Full,161,
Somesh Jha,Jha,Somesh,https://scholar.google.com/citations?user=BaI7l8QAAAAJ&hl=en,20581,66,189,362,University of Wisconsin - Madison  ,Full,161,
Miron Livny,Livny,Miron,https://scholar.google.com/citations?user=nFdbcvsAAAAJ&hl=en,32699,83,189,558,University of Wisconsin - Madison  ,Full,161,
Barton Miller,Miller,Barton,https://scholar.google.com/citations?user=dywFuRMAAAAJ&hl=en,9916,47,109,215,University of Wisconsin - Madison  ,Full,161,
Jignesh Patel,Patel,Jignesh,https://scholar.google.com/citations?user=5tcfuXMAAAAJ&hl=en,9247,48,103,198,University of Wisconsin - Madison  ,Full,161,
Thomas Reps,Reps,Thomas,https://scholar.google.com/citations?user=pwhyTq0AAAAJ&hl=en&oi=ao,19046,71,161,786,University of Wisconsin - Madison  ,Full,161,
Amos Ron,Amos,Ron,https://scholar.google.com/citations?user=xhaTxtcAAAAJ&hl=en,9384,41,144,219,University of Wisconsin - Madison  ,Full,161,
Jude Shavlik,Shavlik,Jude,https://scholar.google.com/citations?user=okf5bmQAAAAJ&hl=en,10696,49,132,277,University of Wisconsin - Madison  ,Full,161,
Gurindar Sohi,Sohi,Gurindar,NA,NaN,NaN,NaN,313,University of Wisconsin - Madison  ,Full,161,
Dieter van Melkebeek,van Melkebeek,Dieter,NA,NaN,NaN,NaN,29,University of Wisconsin - Madison  ,Full,161,
David A. Wood,Wood,David,https://scholar.google.com/citations?user=UCiXhq4AAAAJ&hl=en,15192,55,104,334,University of Wisconsin - Madison  ,Full,161,
Stephen Wright,Wright,Stephen,https://scholar.google.com/citations?user=VFQRIOwAAAAJ&hl=en,35977,52,132,436,University of Wisconsin - Madison  ,Full,161,
Xiaojin Zhu,Zhu,Xiaojin,https://scholar.google.com/citations?user=hqTu-QcAAAAJ&hl=en,13723,41,102,193,University of Wisconsin - Madison  ,Full,161,
Aditya Akella,Akella,Aditya,https://scholar.google.com/citations?user=d_rxnzAAAAAJ&hl=en,6883,38,73,205,University of Wisconsin - Madison  ,Associate,161,
Shuchi Chawla,Chawla,Shuchi,https://scholar.google.com/citations?user=Znp3UkEAAAAJ&hl=en,3759,25,33,88,University of Wisconsin - Madison  ,Associate,161,
Ben Liblit,Liblit,Ben,https://scholar.google.com/citations?user=nvR1mBgAAAAJ&hl=en,4087,28,40,91,University of Wisconsin - Madison  ,Associate,161,
Bilge Mutlu,Mutlu,Bilge,https://scholar.google.com/citations?user=VGr54BoAAAAJ&hl=en,2009,24,40,53,University of Wisconsin - Madison  ,Associate,161,
Karthikeyan Sankaralingam,Sankaralingam,Karthikeyan,https://scholar.google.com/citations?user=O0W9jEQAAAAJ&hl=en,4078,28,45,94,University of Wisconsin - Madison  ,Associate,161,
Michael Swift,Swift,Michael,https://scholar.google.com/citations?user=pqIGLH4AAAAJ&hl=en,6302,38,69,218,University of Wisconsin - Madison  ,Associate,161,
Aws Albarghouthi,Albarghouthi,Aws,https://scholar.google.com/citations?user=CUbC2zYAAAAJ&hl=en,364,9,9,9,University of Wisconsin - Madison  ,Assistant,161,
Loris D'Antoni,D'Antoni,Loris,https://scholar.google.com/citations?user=ao8EeJ8AAAAJ,440,11,11,11,University of Wisconsin - Madison  ,Assistant,161,
